FID,OBJECTID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGIT,F5_2_STACK,F5_3_WATER,F5_4_UNDER,F5_4_1_UND,F5_4_2_UND,F5_5_1_LAN,F5_5_1A_RC,F5_5_1B_OT,F5_5_2_LAN,F5_5_3_SUR,F5_5_3A_RC,F5_5_3B_Ot,F5_5_4_OTH,ON_SITE_RE,F6_1_POTW_,F6_1_POT_1,F6_1_POT_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEA,F8_1A_ON_S,F8_1B_ON_S,F8_1C_OFF_,F8_1D_OFF_,F8_2_ENERG,F8_3_ENERG,F8_4_RECYC,F8_5_RECYC,F8_6_TREAT,F8_7_TREAT,PROD__WAST,F8_8_ONE_T,PROD_RATIO,F8_9_PRODU,PARENT_COM,PARENT_C_1,Field110,FID_1,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
161,51,2017,06043SYNDT201BO,110009007476.000000000000000,SIMONIZ USA INC,201 BOSTON TURNPIKE,BOLTON,TOLLAND,CT,6043, , ,41.784280000000003,-72.461979999999997,NO,325,Chemicals, , , , , , ,325612,325611,0,0,0,0,1317216579300.000000000000000,HYDROGEN FLUORIDE,007664393,152371,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, ,0.000000000000000,NA, , ,900,09,013,529100,1,090135291001,Block Group 1,G5030,S,7997005.000000000000000,90409.000000000000000,+41.7790259,-072.4498345,2437,2438,1500000US090135291001,"Block Group 1, Census Tract 5291, Tolland County, Connecticut",915,24,0,14,10,29,20,0,0,818,97,0,no,915,905,876,0,0,15,0,0,14,10,0,0,10,0,0,0,0,1,0,0,0,0,0,0,090135291001
162,205,2017,06043SYNDT201BO,110009007476.000000000000000,SIMONIZ USA INC,201 BOSTON TURNPIKE,BOLTON,TOLLAND,CT,6043, , ,41.784280000000003,-72.461979999999997,NO,325,Chemicals, , , , , , ,325612,325611,0,0,0,0,1317216579290.000000000000000,CERTAIN GLYCOL ETHERS,N230,649541,YES,TRI,NO,0,NO,R,Pounds,80.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,85.000000000000000,72.799999999999997,837.200000000000050,910.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,1100.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,1172.800000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,120.000000000000000,0,957.200000000000050,1257.800000000000000,0,0,85.000000000000000,1100.000000000000000,73.000000000000000,0,0.000000000000000,0,0.000000000000000,160.000000000000000,957.000000000000000,2375.000000000000000,0,PRODUCTION,1.070000000000000,NA, , ,900,09,013,529100,1,090135291001,Block Group 1,G5030,S,7997005.000000000000000,90409.000000000000000,+41.7790259,-072.4498345,2437,2438,1500000US090135291001,"Block Group 1, Census Tract 5291, Tolland County, Connecticut",915,24,0,14,10,29,20,0,0,818,97,0,no,915,905,876,0,0,15,0,0,14,10,0,0,10,0,0,0,0,1,0,0,0,0,0,0,090135291001
163,271,2017,06043SYNDT201BO,110009007476.000000000000000,SIMONIZ USA INC,201 BOSTON TURNPIKE,BOLTON,TOLLAND,CT,6043, , ,41.784280000000003,-72.461979999999997,NO,325,Chemicals, , , , , , ,325612,325611,0,0,0,0,1317216578900.000000000000000,METHANOL,000067561,4283,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, ,0.000000000000000,NA, , ,900,09,013,529100,1,090135291001,Block Group 1,G5030,S,7997005.000000000000000,90409.000000000000000,+41.7790259,-072.4498345,2437,2438,1500000US090135291001,"Block Group 1, Census Tract 5291, Tolland County, Connecticut",915,24,0,14,10,29,20,0,0,818,97,0,no,915,905,876,0,0,15,0,0,14,10,0,0,10,0,0,0,0,1,0,0,0,0,0,0,090135291001
164,372,2017,0633WCNTRB44BAT,110070234143.000000000000000,CANTERBURY GH BERLIN WINDWARD,44 BATES POND RD,CANTERBURY,WINDHAM,CT,6331, , ,41.657209999999999,-72.017340000000004,NO,4247,Petroleum Bulk Terminals, , , , , , ,424710,0,0,0,0,0,1317215873870.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0, ,0.000000000000000,BRENNTAG NA INC,200552719, ,921,09,015,906100,3,090159061003,Block Group 3,G5030,S,28073758.000000000000000,212892.000000000000000,+41.6794237,-072.0275002,2604,2605,1500000US090159061003,"Block Group 3, Census Tract 9061, Windham County, Connecticut",1461,26,0,21,21,37,16,11,0,1329,132,0,no,1461,1438,1438,0,0,0,0,0,0,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,090159061003
165,470,2017,06029SYNMR5NUTM,110039496355.000000000000000,SYN-MAR PRODUCTS INC,5 NUTMEG DR,ELLINGTON,TOLLAND,CT,6029, , ,41.872419999999998,-72.487160000000003,NO,325,Chemicals, , , , , , ,325991,0,0,0,0,0,1317216042010.000000000000000,STYRENE,000100425,19414,YES,TRI,NO,0,YES,R,Pounds,0.000000000000000,1078.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1078.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,1078.000000000000000,0,0,1078.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,1078.000000000000000,0,PRODUCTION,0.900000000000000,NA, , ,931,09,013,535100,1,090135351001,Block Group 1,G5030,S,4775143.000000000000000,0.000000000000000,+41.8675400,-072.4908290,2469,2470,1500000US090135351001,"Block Group 1, Census Tract 5351, Tolland County, Connecticut",1140,47,13,15,0,0,0,0,0,1065,75,0,no,1140,1125,1081,28,0,0,0,0,16,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,090135351001
166,518,2017,06076CNNCXRIVER,110000315463.000000000000000,3M PURIFICATION INC,32 RIVER RD,STAFFORD SPRINGS,TOLLAND,CT,6076, , ,41.949599999999997,-72.303399999999996,NO,333,Machinery, , , , , , ,333999,0,0,0,0,0,1317215945800.000000000000000,FORMALDEHYDE,000050000,1008,YES,TRI,NO,0,YES,R,Pounds,218.000000000000000,10681.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,10899.000000000000000,268.160000000000030,3083.840000000000100,3352.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,268.160000000000030,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,641.000000000000000,0,0,0.000000000000000,0,3724.840000000000100,11167.160000000000000,0,0,10899.000000000000000,0.000000000000000,268.160000000000030,0,0.000000000000000,0,0.000000000000000,61148.000000000000000,3724.840000000000100,76040.000000000000000,0,ACTIVITY,1.000000000000000,3M CO,006173082, ,940,09,013,890100,2,090138901002,Block Group 2,G5030,S,2187508.000000000000000,40014.000000000000000,+41.9682226,-072.2952518,2520,2521,1500000US090138901002,"Block Group 2, Census Tract 8901, Tolland County, Connecticut",1004,54,0,66,0,51,0,0,48,785,219,0,no,1007,988,953,0,0,35,0,0,0,19,19,0,0,0,0,0,0,1,0,0,0,0,0,0,090138901002
167,528,2017,06076CNNCXRIVER,110000315463.000000000000000,3M PURIFICATION INC,32 RIVER RD,STAFFORD SPRINGS,TOLLAND,CT,6076, , ,41.949599999999997,-72.303399999999996,NO,333,Machinery, , , , , , ,333999,0,0,0,0,0,1317215945810.000000000000000,PHENOL,000108952,25510,YES,TRI,NO,0,NO,R,Pounds,91.000000000000000,377.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,468.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,385.000000000000000,0,0,0.000000000000000,0,385.000000000000000,468.000000000000000,0,0,468.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,25650.000000000000000,385.000000000000000,26503.000000000000000,0,ACTIVITY,1.000000000000000,3M CO,006173082, ,940,09,013,890100,2,090138901002,Block Group 2,G5030,S,2187508.000000000000000,40014.000000000000000,+41.9682226,-072.2952518,2520,2521,1500000US090138901002,"Block Group 2, Census Tract 8901, Tolland County, Connecticut",1004,54,0,66,0,51,0,0,48,785,219,0,no,1007,988,953,0,0,35,0,0,0,19,19,0,0,0,0,0,0,1,0,0,0,0,0,0,090138901002
168,267,2017,06075NRTHMUPPER,110000315454.000000000000000,TTM PRINTED CIRCUIT GROUP MULT ILAYER STAFFORD DIV,228 UPPER RD,STAFFORDVILLE,TOLLAND,CT,6077, , ,41.993952000000000,-72.261568999999994,NO,334,Computers and Electronic Products, , , , , , ,334412,0,0,0,0,0,1317216322990.000000000000000,COPPER COMPOUNDS,N100,649491,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,13.000000000000000,1.500000000000000,0,0,0,0,0,0,0,0,0,0,0,14.500000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,1.000000000000000,0.000000000000000,42328.900000000001000,85894.000000000000000,0,0,128222.899999999990000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,15.500000000000000,0,0,14.500000000000000,0.720000000000000,0.280000000000000,0,0.000000000000000,0,128222.899999999990000,0.000000000000000,0.000000000000000,128238.399999999990000,0,PRODUCTION,1.000000000000000,TTM TECHNOLOGIES INC,NA, ,942,09,013,890200,3,090138902003,Block Group 3,G5030,S,22237632.000000000000000,873075.000000000000000,+42.0097228,-072.2311257,2524,2525,1500000US090138902003,"Block Group 3, Census Tract 8902, Tolland County, Connecticut",1144,17,26,50,0,16,35,0,6,994,150,0,no,1144,990,965,0,17,0,0,0,8,154,138,0,0,0,0,0,16,1,0,0,0,0,0,0,090138902003
169,237,2017,06076TYCPR15TYC,110013288600.000000000000000,TTM PRINTED CIRCUIT GROUP,15 INDUSTRIAL PARK DR,STAFFORD SPRINGS,TOLLAND,CT,6076, , ,41.986941999999999,-72.316108999999997,NO,334,Computers and Electronic Products, , , , , , ,334418,0,0,0,0,0,1317216552250.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.010000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.010000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,44,44.259999999999998,0.000000000000000,1706.000000000000000,0.000000000000000,0,0,1706.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,44.270000000000003,0,0,0.010000000000000,0.000000000000000,44.259999999999998,0,0.000000000000000,0,1706.000000000000000,0.000000000000000,0.000000000000000,1750.270000000000000,0,PRODUCTION,0.950000000000000,TTM TECHNOLOGIES INC,092280015, ,943,09,013,890200,2,090138902002,Block Group 2,G5030,S,28975372.000000000000000,469904.000000000000000,+42.0059327,-072.2964162,2523,2524,1500000US090138902002,"Block Group 2, Census Tract 8902, Tolland County, Connecticut",1683,31,0,10,20,77,27,88,0,1430,253,0,no,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090138902002
170,357,2017,06075NRTHMOLDMO,110000315445.000000000000000,TTM PRINTED CIRCUIT GROUP - STAFFORD DIV,4 OLD MONSON RD,STAFFORD,TOLLAND,CT,6075, , ,41.985880000000002,-72.290700000000001,NO,334,Computers and Electronic Products, , , , , , ,334412,0,0,0,0,0,1317216322990.000000000000000,COPPER COMPOUNDS,N100,649491,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,9.000000000000000,0.300000000000000,0,0,0,0,0,0,0,0,0,0,0,9.300000000000001,31.000000000000000,0.000000000000000,31.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,31.000000000000000,0.000000000000000,58476.500000000000000,22960.000000000000000,0,0,81436.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,40.299999999999997,0,0,9.300000000000001,22.320000000000000,8.680000000000000,0,0.000000000000000,0,81436.500000000000000,0.000000000000000,0.000000000000000,81476.800000000003000,0,PRODUCTION,1.000000000000000,TTM TECHNOLOGIES INC,NA, ,943,09,013,890200,2,090138902002,Block Group 2,G5030,S,28975372.000000000000000,469904.000000000000000,+42.0059327,-072.2964162,2523,2524,1500000US090138902002,"Block Group 2, Census Tract 8902, Tolland County, Connecticut",1683,31,0,10,20,77,27,88,0,1430,253,0,no,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090138902002
171,361,2017,06075NRTHMOLDMO,110000315445.000000000000000,TTM PRINTED CIRCUIT GROUP - STAFFORD DIV,4 OLD MONSON RD,STAFFORD,TOLLAND,CT,6075, , ,41.985880000000002,-72.290700000000001,NO,334,Computers and Electronic Products, , , , , , ,334412,0,0,0,0,0,1317216323030.000000000000000,NITRIC ACID,007697372,152686,NO,TRI,NO,0,NO,R,Pounds,5.000000000000000,327.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,332.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,33886,0.000000000000000,0,33885.699999999997000,332.000000000000000,0,0,332.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,5128.000000000000000,33885.699999999997000,39345.699999999997000,0,PRODUCTION,1.000000000000000,TTM TECHNOLOGIES INC,NA, ,943,09,013,890200,2,090138902002,Block Group 2,G5030,S,28975372.000000000000000,469904.000000000000000,+42.0059327,-072.2964162,2523,2524,1500000US090138902002,"Block Group 2, Census Tract 8902, Tolland County, Connecticut",1683,31,0,10,20,77,27,88,0,1430,253,0,no,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090138902002
172,379,2017,06075NRTHMOLDMO,110000315445.000000000000000,TTM PRINTED CIRCUIT GROUP - STAFFORD DIV,4 OLD MONSON RD,STAFFORD,TOLLAND,CT,6075, , ,41.985880000000002,-72.290700000000001,NO,334,Computers and Electronic Products, , , , , , ,334412,0,0,0,0,0,1317216323020.000000000000000,CERTAIN GLYCOL ETHERS,N230,649541,YES,TRI,NO,0,NO,R,Pounds,0.000000000000000,7083.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,7083.000000000000000,7290.720000000000300,83843.279999999999000,91134.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,7290.720000000000300,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,19540,0.000000000000000,0,103383.280000000000000,14373.719999999999000,0,0,7083.000000000000000,0.000000000000000,7290.720000000000300,0,0.000000000000000,0,0.000000000000000,1776.000000000000000,103383.280000000000000,119533.000000000000000,0,PRODUCTION,1.000000000000000,TTM TECHNOLOGIES INC,NA, ,943,09,013,890200,2,090138902002,Block Group 2,G5030,S,28975372.000000000000000,469904.000000000000000,+42.0059327,-072.2964162,2523,2524,1500000US090138902002,"Block Group 2, Census Tract 8902, Tolland County, Connecticut",1683,31,0,10,20,77,27,88,0,1430,253,0,no,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090138902002
173,390,2017,06075NRTHMOLDMO,110000315445.000000000000000,TTM PRINTED CIRCUIT GROUP - STAFFORD DIV,4 OLD MONSON RD,STAFFORD,TOLLAND,CT,6075, , ,41.985880000000002,-72.290700000000001,NO,334,Computers and Electronic Products, , , , , , ,334412,0,0,0,0,0,1317216323000.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.000000000000000,0.200000000000000,1.500000000000000,0,0,0,0,0,0,0,0,0,0,0,1.700000000000000,3.000000000000000,0.000000000000000,3.000000000000000,0,0.000000000000000,447.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,193.000000000000000,0.000000000000000,0,643.000000000000000,0.000000000000000,1022.000000000000000,0.000000000000000,0,0,1022.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,644.700000000000050,0,0,1.700000000000000,1.890000000000000,641.110000000000010,0,0.000000000000000,0,1022.000000000000000,0.000000000000000,0.000000000000000,1666.700000000000000,0,PRODUCTION,1.000000000000000,TTM TECHNOLOGIES INC,NA, ,943,09,013,890200,2,090138902002,Block Group 2,G5030,S,28975372.000000000000000,469904.000000000000000,+42.0059327,-072.2964162,2523,2524,1500000US090138902002,"Block Group 2, Census Tract 8902, Tolland County, Connecticut",1683,31,0,10,20,77,27,88,0,1430,253,0,no,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090138902002
174,544,2017,0624WWHTCR76CUN,110043326460.000000000000000,WHITCRAFT LLC,76 COUNTY ROAD,EASTFORD,WINDHAM,CT,6242, , ,41.909990000000001,-72.072440000000000,NO,336,Transportation Equipment, , , , , , ,336412,0,0,0,0,0,1317216072100.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,5.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,62.000000000000000,0,62.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,89000,89000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,67.000000000000000,0,0,5.000000000000000,0.000000000000000,62.000000000000000,0,0.000000000000000,0,89000.000000000000000,0.000000000000000,0.000000000000000,89067.000000000000000,0,PRODUCTION,0.970000000000000,WHITCRAFT GROUP,001443399, ,958,09,015,902200,1,090159022001,Block Group 1,G5030,S,74902437.000000000000000,891440.000000000000000,+41.8955959,-072.0933051,2568,2569,1500000US090159022001,"Block Group 1, Census Tract 9022, Windham County, Connecticut",1610,39,11,46,43,37,32,12,28,1362,248,0,no,1618,1578,1557,2,0,11,0,1,7,40,29,2,0,0,0,0,9,1,0,0,0,0,0,0,090159022001
175,546,2017,0624WWHTCR76CUN,110043326460.000000000000000,WHITCRAFT LLC,76 COUNTY ROAD,EASTFORD,WINDHAM,CT,6242, , ,41.909990000000001,-72.072440000000000,NO,336,Transportation Equipment, , , , , , ,336412,0,0,0,0,0,1317216072110.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,5.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,32.000000000000000,0,32.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,42000,42000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,37.000000000000000,0,0,5.000000000000000,0.000000000000000,32.000000000000000,0,0.000000000000000,0,42000.000000000000000,0.000000000000000,0.000000000000000,42037.000000000000000,0,PRODUCTION,0.970000000000000,WHITCRAFT GROUP,001443399, ,958,09,015,902200,1,090159022001,Block Group 1,G5030,S,74902437.000000000000000,891440.000000000000000,+41.8955959,-072.0933051,2568,2569,1500000US090159022001,"Block Group 1, Census Tract 9022, Windham County, Connecticut",1610,39,11,46,43,37,32,12,28,1362,248,0,no,1618,1578,1557,2,0,11,0,1,7,40,29,2,0,0,0,0,9,1,0,0,0,0,0,0,090159022001
176,142,2017,06241NTNLPBOX41,110002089061.000000000000000,WINCHESTER INTERCONNECT CM CORP,349 LAKE RD,DAYVILLE,WINDHAM,CT,6241, , ,41.866639999999997,-71.901150000000001,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216243540.000000000000000,ANTIMONY,007440360,149963,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,1985.000000000000000,0,1985.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,1985.000000000000000,0,0,0.000000000000000,0.000000000000000,1985.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,1985.000000000000000,0,PRODUCTION,2.490000000000000,NA, , ,967,09,015,904400,1,090159044001,Block Group 1,G5030,S,8209950.000000000000000,858019.000000000000000,+41.8576448,-071.9022113,2586,2587,1500000US090159044001,"Block Group 1, Census Tract 9044, Windham County, Connecticut",746,38,6,13,0,61,15,40,6,567,179,0,no,746,746,678,0,9,0,0,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090159044001
177,163,2017,06241NTNLPBOX41,110002089061.000000000000000,WINCHESTER INTERCONNECT CM CORP,349 LAKE RD,DAYVILLE,WINDHAM,CT,6241, , ,41.866639999999997,-71.901150000000001,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216243550.000000000000000,BROMINE,007726956,153072,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,6.000000000000000,0,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,6.000000000000000,0,0,0.000000000000000,0.000000000000000,6.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0,PRODUCTION,0.010000000000000,NA, , ,967,09,015,904400,1,090159044001,Block Group 1,G5030,S,8209950.000000000000000,858019.000000000000000,+41.8576448,-071.9022113,2586,2587,1500000US090159044001,"Block Group 1, Census Tract 9044, Windham County, Connecticut",746,38,6,13,0,61,15,40,6,567,179,0,no,746,746,678,0,9,0,0,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090159044001
