OBJECTID,Join_Count,TARGET_FID,JOIN_FID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGITI,F5_2_STACK_,F5_3_WATER,F5_4_UNDERG,F5_4_1_UNDE,F5_4_2_UNDE,F5_5_1_LAND,F5_5_1A_RCR,F5_5_1B_OTH,F5_5_2_LAND,F5_5_3_SURF,F5_5_3A_RCR,F5_5_3B_Oth,F5_5_4_OTHE,ON_SITE_RE,F6_1_POTW_T,F6_1_POTW_1,F6_1_POTW_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEAS,F8_1A_ON_SI,F8_1B_ON_SI,F8_1C_OFF_S,F8_1D_OFF_S,F8_2_ENERGY,F8_3_ENERGY,F8_4_RECYCL,F8_5_RECYCL,F8_6_TREATM,F8_7_TREATM,PROD__WAST,F8_8_ONE_TI,PROD_RATIO,F8_9_PRODUC,PARENT_COM,PARENT_C_1,Field110,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,ArcGIS_EJ_10_DBF_OID,ArcGIS_EJ_10_DBF_Field1,ArcGIS_EJ_10_DBF_GEOID,ArcGIS_EJ_10_DBF_GEO_label,ArcGIS_EJ_10_DBF_total_x,ArcGIS_EJ_10_DBF_under_50,ArcGIS_EJ_10_DBF_from_50_to,ArcGIS_EJ_10_DBF_from_75_to,ArcGIS_EJ_10_DBF_from_100_t,ArcGIS_EJ_10_DBF_from_125_t,ArcGIS_EJ_10_DBF_from_150_t,ArcGIS_EJ_10_DBF_from_175_t,ArcGIS_EJ_10_DBF_from_185_t,ArcGIS_EJ_10_DBF_from_200_u,ArcGIS_EJ_10_DBF_below_200,ArcGIS_EJ_10_DBF_fraction_b,ArcGIS_EJ_10_DBF_over_30_un,ArcGIS_EJ_10_DBF_total_y,ArcGIS_EJ_10_DBF_not_Hispan,ArcGIS_EJ_10_DBF_non_HL_whi,ArcGIS_EJ_10_DBF_non_HL_Bla,ArcGIS_EJ_10_DBF_non_HL_AIA,ArcGIS_EJ_10_DBF_non_HL_Asi,ArcGIS_EJ_10_DBF_non_HL_NHO,ArcGIS_EJ_10_DBF_non_HL_oth,ArcGIS_EJ_10_DBF_non_HL_2_p,ArcGIS_EJ_10_DBF_HL,ArcGIS_EJ_10_DBF_HL_white,ArcGIS_EJ_10_DBF_HL_Black,ArcGIS_EJ_10_DBF_HL_AIAN,ArcGIS_EJ_10_DBF_HL_Asian,ArcGIS_EJ_10_DBF_HL_NHOPI,ArcGIS_EJ_10_DBF_HL_other,ArcGIS_EJ_10_DBF_HL_2_plus,ArcGIS_EJ_10_DBF_percent_wh,ArcGIS_EJ_10_DBF_percent_Bl,ArcGIS_EJ_10_DBF_percent_HL,ArcGIS_EJ_10_DBF_percent_AI,ArcGIS_EJ_10_DBF_percent_As,ArcGIS_EJ_10_DBF_percent_NH,ArcGIS_EJ_10_DBF_percent_ot,ArcGIS_EJ_10_DBF_GEOID2_Tex
140,1,140,270,2008,06615NWPRT15LNG,110039019228.000000000000000,NEWPORT CORP,150 LONG BEACH BLVD,STRATFORD,FAIRFIELD,CT,6615, , ,41.167740000000002,-73.150000000000006,NO,333,Machinery, , , , , , ,333314,334413,334511,334416,335110,327212,1308208001550.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,134.419999999999990,0.000000000000000,0,0.000000000000000,134.419999999999990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,134.419999999999990,0.000000000000000,0.000000000000000,134.419999999999990,0.000000000000000, ,1.000000000000000,NEWPORT CORP,009145814, ,09,001,080500,1,090010805001,Block Group 1,G5030,S,7310662.000000000000000,3325733.000000000000000,+41.1625195,-073.1278315,444,445,1500000US090010805001,"Block Group 1, Census Tract 805, Fairfield County, Connecticut",1745,57,0,0,24,5,32,0,17,1610,135,0,no,1778,1754,1704,0,4,13,0,0,33,24,0,0,0,0,0,24,0,1,0,0,0,0,0,0,090010805001
141,1,141,1638,2008,06026TLCNC60SMA,110009334489.000000000000000,TILCON CONNECTICUT INC,60 S MAIN ST,EAST GRANBY,HARTFORD,CT,6026, , ,41.935290999999999,-72.730548999999996,NO,327,Nonmetallic Mineral Product, , , , , , ,327320,0, ,0,0,0,1308206322730.000000000000000,NITRATE COMPOUNDS,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,OLDCASTLE INC,023548787, ,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
142,1,142,1676,2008,06111TLNTC549CE,110016680279.000000000000000,BEACON INDUSTRIES INC,549 CEDAR ST,NEWINGTON,HARTFORD,CT,6111, , ,41.695030000000003,-72.746910000000000,NO,332,Fabricated Metals, , , , , , ,332813,0, ,0,0,0,1308207036970.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,57784.150000000001000,0,0.000000000000000,57784.150000000001000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0,0,0.000000000000000,0.000000000000000,2.150000000000000,0,0.000000000000000,0.000000000000000,57785.000000000000000,0.000000000000000,0.000000000000000,57787.150000000001000,0.000000000000000, ,0.000000000000000,NA, , ,09,003,494600,9,090034946009,Block Group 9,G5030,S,4276340.000000000000000,0.000000000000000,+41.7046386,-072.7480264,1037,1038,1500000US090034946009,"Block Group 9, Census Tract 4946, Hartford County, Connecticut",1406,35,12,14,53,44,38,5,25,1180,226,0,no,1406,1354,1310,19,0,0,0,9,16,52,12,13,0,0,0,27,0,1,0,0,0,0,0,0,090034946009
143,1,143,1672,2008,06111DVNCD681NM,110002497218.000000000000000,ADVANCED ADHESIVE SYSTEMS INC,681 NORTH MOUNTAIN RD,NEWINGTON,HARTFORD,CT,6111, , ,41.721651999999999,-72.717014000000006,NO,325,Chemicals, , , , , , ,325520,0, ,0,0,0,1308206359500.000000000000000,"TOLUENE-2,4-DIISOCYANATE",000584849,55939,YES,TRI,NO,0,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,003,494500,1,090034945001,Block Group 1,G5030,S,2869631.000000000000000,0.000000000000000,+41.7136287,-072.7141967,1032,1033,1500000US090034945001,"Block Group 1, Census Tract 4945, Hartford County, Connecticut",1057,48,28,0,4,10,12,12,47,896,161,0,no,1105,1022,970,26,0,19,0,0,7,83,65,0,0,0,0,18,0,1,0,0,0,0,0,0,090034945001
144,1,144,638,2008,06601SKRSK6900M,110000316970.000000000000000,SIKORSKY AIRCRAFT STRATFORD FACILITY,6900 MAIN ST,STRATFORD,FAIRFIELD,CT,6614, , ,41.248399999999997,-73.097650000000002,NO,336,Transportation Equipment, , , , , , ,336411,0, ,0,0,0,1308206955460.000000000000000,"BENZO(G,H,I)PERYLENE",000191242,40576,YES,PBT,NO,0,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1.140000000000000,LOCKHEED MARTIN CORP,834951691, ,09,001,081300,4,090010813004,Block Group 4,G5030,S,1869809.000000000000000,128027.000000000000000,+41.2560159,-073.0980890,472,473,1500000US090010813004,"Block Group 4, Census Tract 813, Fairfield County, Connecticut",680,8,0,0,28,0,20,9,0,615,65,0,no,680,680,639,13,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010813004
145,1,145,6,2008,06468VTRMNROUTE,110000316355.000000000000000,VISHAY VITRAMON INC,10 MAIN ST,MONROE,FAIRFIELD,CT,64681610, , ,41.296999999999997,-73.246939999999995,NO,334,Computers and Electronic Products, , , , , , ,334414,0, ,0,0,0,1308206727590.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.700000000000000,1.700000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,2.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,58.600000000000001,0.000000000000000,0.000000000000000,70.200000000000003,0.000000000000000,0.000000000000000,137.800000000000010,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,140.199999999999990,0,0,2.400000000000000,58.600000000000001,79.200000000000003,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,140.199999999999990,0.000000000000000, ,0.650000000000000,VISHAY INTERTECHNOLOGY INC,002327484, ,09,001,100100,9,090011001009,Block Group 9,G5030,S,10933023.000000000000000,0.000000000000000,+41.3084842,-073.2520524,496,497,1500000US090011001009,"Block Group 9, Census Tract 1001, Fairfield County, Connecticut",2416,42,6,0,21,61,0,0,70,2216,200,0,no,2416,2276,2214,6,0,9,0,0,47,140,89,0,0,0,0,51,0,1,0,0,0,0,0,0,090011001009
146,1,146,998,2008,06258LSCNCRTE10,110000772245.000000000000000,LOOS & CO INC,RT 101,POMFRET,WINDHAM,CT,6258, , ,41.857698999999997,-71.961516000000003,NO,331,Primary Metals, , , , , , ,331222,0, ,0,0,0,1308206941980.000000000000000,MANGANESE,007439965,149625,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,015,902500,3,090159025003,Block Group 3,G5030,S,37338296.000000000000000,46933.000000000000000,+41.8407037,-072.0004642,2571,2572,1500000US090159025003,"Block Group 3, Census Tract 9025, Windham County, Connecticut",1112,0,0,0,66,37,14,0,0,995,117,0,no,1112,1112,1093,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090159025003
147,1,147,511,2008,06604BRDGP1ATLA,110000316989.000000000000000,PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION,1 ATLANTIC ST,BRIDGEPORT,FAIRFIELD,CT,6604, , ,41.170670000000001,-73.184079999999994,NO,2211,Electric Utilities, , , , , , ,221112,0, ,0,0,0,1308206308340.000000000000000,POLYCYCLIC AROMATIC COMPOUNDS,N590,649749,YES,PBT,NO,0,YES,R,Pounds,0.100000000000000,1.760000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,1.860000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,14.730000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.730000000000000,0.000000000000000,0.000000000000000,0.000640000000000,0,0.000000000000000,0.000640000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.590000000000000,0,0,1.860000000000000,14.730000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000640000000000,0.000000000000000,0.000000000000000,16.590640000000000,0.000000000000000, ,1.230000000000000,PUBLIC SERVICE ENTERPRISE GROUP,160945242, ,09,001,070600,2,090010706002,Block Group 2,G5030,S,633265.000000000000000,316534.000000000000000,+41.1703094,-073.1829496,332,333,1500000US090010706002,"Block Group 2, Census Tract 706, Fairfield County, Connecticut",964,261,43,103,30,5,28,16,101,377,587,1,yes,1359,991,131,670,7,108,7,7,61,368,196,68,0,0,14,90,0,0,0,0,0,0,0,0,090010706002
148,1,148,1672,2008,06111DVNCD681NM,110002497218.000000000000000,ADVANCED ADHESIVE SYSTEMS INC,681 NORTH MOUNTAIN RD,NEWINGTON,HARTFORD,CT,6111, , ,41.721651999999999,-72.717014000000006,NO,325,Chemicals, , , , , , ,325520,0, ,0,0,0,1308206359490.000000000000000,STYRENE,000100425,19414,YES,TRI,NO,0,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,003,494500,1,090034945001,Block Group 1,G5030,S,2869631.000000000000000,0.000000000000000,+41.7136287,-072.7141967,1032,1033,1500000US090034945001,"Block Group 1, Census Tract 4945, Hartford County, Connecticut",1057,48,28,0,4,10,12,12,47,896,161,0,no,1105,1022,970,26,0,19,0,0,7,83,65,0,0,0,0,18,0,1,0,0,0,0,0,0,090034945001
149,1,149,1672,2008,06111DVNCD681NM,110002497218.000000000000000,ADVANCED ADHESIVE SYSTEMS INC,681 NORTH MOUNTAIN RD,NEWINGTON,HARTFORD,CT,6111, , ,41.721651999999999,-72.717014000000006,NO,325,Chemicals, , , , , , ,325520,0, ,0,0,0,1308206359540.000000000000000,XYLENE (MIXED ISOMERS),001330207,84970,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,003,494500,1,090034945001,Block Group 1,G5030,S,2869631.000000000000000,0.000000000000000,+41.7136287,-072.7141967,1032,1033,1500000US090034945001,"Block Group 1, Census Tract 4945, Hartford County, Connecticut",1057,48,28,0,4,10,12,12,47,896,161,0,no,1105,1022,970,26,0,19,0,0,7,83,65,0,0,0,0,18,0,1,0,0,0,0,0,0,090034945001
150,1,150,1672,2008,06111DVNCD681NM,110002497218.000000000000000,ADVANCED ADHESIVE SYSTEMS INC,681 NORTH MOUNTAIN RD,NEWINGTON,HARTFORD,CT,6111, , ,41.721651999999999,-72.717014000000006,NO,325,Chemicals, , , , , , ,325520,0, ,0,0,0,1308206359470.000000000000000,PHTHALIC ANHYDRIDE,000085449,10355,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,003,494500,1,090034945001,Block Group 1,G5030,S,2869631.000000000000000,0.000000000000000,+41.7136287,-072.7141967,1032,1033,1500000US090034945001,"Block Group 1, Census Tract 4945, Hartford County, Connecticut",1057,48,28,0,4,10,12,12,47,896,161,0,no,1105,1022,970,26,0,19,0,0,7,83,65,0,0,0,0,18,0,1,0,0,0,0,0,0,090034945001
151,1,151,792,2008,06383FDRLPINLAN,110000316024.000000000000000,FUSION PAPERBOARD - CONNECTICUT LLC,130 INLAND RD,VERSAILLES,NEW LONDON,CT,6383, , ,41.623708999999998,-72.043131000000002,NO,322,Paper, , , , , , ,322130,0, ,0,0,0,1308206467930.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,2.500000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,2.500000000000000,2.410000000000000,0.000000000000000,2.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.910000000000000,0,0,2.410000000000000,0.000000000000000,2.410000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.820000000000000,0.000000000000000, ,0.000000000000000,FUSION PAK LLC,NA, ,09,011,711100,1,090117111001,Block Group 1,G5030,S,22853638.000000000000000,1247194.000000000000000,+41.6222743,-072.0658059,2399,2400,1500000US090117111001,"Block Group 1, Census Tract 7111, New London County, Connecticut",1419,19,19,17,35,39,39,6,11,1234,185,0,no,1424,1418,1385,10,23,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,090117111001
152,1,152,1848,2008,06790DYMXC51GRE,110002089695.000000000000000,DYMAX OLIGOMERS & COATINGS,51 GREENWOODS RD,TORRINGTON,LITCHFIELD,CT,6790, , ,41.866920000000000,-73.082539999999995,NO,325,Chemicals, , , , , , ,325211,0, ,0,0,0,1308207953280.000000000000000,DIISOCYANATES,N120,649715,YES,TRI,NO,0,NO,R,Pounds,38.000000000000000,90.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,128.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,192.000000000000000,0.000000000000000,0.000000000000000,192.000000000000000,128.000000000000000,0,0,128.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,192.000000000000000,320.000000000000000,0.000000000000000, ,1.200000000000000,DYMAX CORP,098114598, ,09,005,310700,3,090053107003,Block Group 3,G5030,S,18430557.000000000000000,385978.000000000000000,+41.8595297,-073.1035221,1399,1400,1500000US090053107003,"Block Group 3, Census Tract 3107, Litchfield County, Connecticut",1802,40,0,31,22,39,75,75,43,1477,325,0,no,1802,1764,1712,32,0,0,0,0,20,38,24,4,0,0,0,10,0,1,0,0,0,0,0,0,090053107003
153,1,153,2338,2008,06723THWTR114PO,110000747470.000000000000000,WATERBURY PLATING LLC,114 PORTER ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.542389999999997,-73.042079999999999,NO,332,Fabricated Metals, , , , , , ,332813,332812, ,0,0,0,1308206561210.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,5646.000000000000000,0.000000000000000,0,0.000000000000000,5646.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30.000000000000000,0,0,0.000000000000000,0.000000000000000,30.000000000000000,0,0.000000000000000,0.000000000000000,5646.000000000000000,0.000000000000000,0.000000000000000,5676.000000000000000,0.000000000000000, ,1.000000000000000,NA, , ,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
